,head,head_replaced,head_translated
14640,time paper,time paper,时间文件
14641,luck,luck,运气
14642,bingo card,bingo card,宾果卡
14643,chess board,chess board,棋盘
14644,absoulut,absoulut,阿布苏鲁特
14645,kill,kill,杀死
14646,mixer,mixer,搅拌器
14647,umpire jersey,umpire jersey,裁判员球衣
14648,wash cloth,wash cloth,洗涤布
14649,moon rock,moon rock,月岩
14650,create monopoly,create monopoly,制造垄断
14651,treatment room,treatment room,治疗室
14652,graffitti,graffitti,格拉菲蒂
14653,newspaper machine,newspaper machine,报纸机
14654,chrome,chrome,铬
14655,informal written contract,informal written contract,非正式书面合同
14656,richmond,richmond,里士满
14657,cup of water,cup of water,一杯水
14658,tickle,tickle,挠痒痒
14659,auto club card,auto club card,汽车俱乐部卡
14660,space,space,空间
14661,avoid heartbreak,avoid heartbreak,避免心碎
14662,beestings,beestings,传呼机
14663,blank canvas,blank canvas,空白画布
14664,reception desk,reception desk,接待处
14665,roll of tickets,roll of tickets,一卷票
14666,finaces,finaces,菲雷斯
14667,weight,weight,重量
14668,oven stone,oven stone,炉石
14669,nicotine replacement patches,nicotine replacement patches,尼古丁替代贴片
14670,koolaid,koolaid,科莱德
14671,bug spray,bug spray,杀虫剂
14672,commit suicide,commit suicide,自杀
14673,roulette wheel,roulette wheel,轮盘赌
14674,view film at home,view film at home,在家看电影
14675,bookback,bookback,书背
14676,good credit,good credit,信用良好
14677,music scores,music scores,乐谱
14678,basebaseball batter,basebaseball batter,棒球击球手
14679,launderer,launderer,洗衣工
14680,porn,porn,色情片
14681,bench,bench,长凳
14682,chauffeur,chauffeur,司机
14683,water cannon,water cannon,高压水枪
14684,computer or tablet,computer or tablet,电脑或平板电脑
14685,pins,pins,别针
14686,leap year,leap year,闰年
14687,breath mints,breath mints,薄荷糖
14688,ostrich,ostrich,鸵鸟
14689,3d glasses,3d glasses,3 d眼镜
14690,lemon curd,lemon curd,柠檬酱
14691,magic,magic,魔法
14692,taxicab,taxicab,出租车
14693,chapstick,chapstick,唇膏
14694,cool off,cool off,变凉
14695,forklift in,forklift in,叉车
14696,deadbolt,deadbolt,死栓
14697,t.v,t.v,T．v
14698,linebacker,linebacker,中后卫
14699,cap and gown,cap and gown,帽子和长袍
14700,mary,mary,玛丽
14701,paper cup,paper cup,纸杯
14702,leftovers,leftovers,剩饭
14703,photo identification,photo identification,照片识别
14704,new movie,new movie,新电影
14705,simple,simple,简单的
14706,buy furniture,buy furniture,印度求购家具
14707,loss,loss,损失
14708,good shoes,good shoes,好鞋
14709,fuel can,fuel can,燃料罐
14710,wireless connection,wireless connection,无线连接
14711,saucer toy,saucer toy,碟形玩具
14712,sweet and sour cucumber,sweet and sour cucumber,糖醋黄瓜
14713,pad of paper,pad of paper,纸垫
14714,unhealthy food,unhealthy food,不健康食品
14715,physical address,physical address,物理地址
14716,copier,copier,复印机
14717,pitcher,pitcher,投手
14718,shooping cart,shooping cart,手推车
14719,false friend,false friend,不忠实的朋友
14720,tent poles,tent poles,帐篷杆
14721,yield sign,yield sign,屈服标志
14722,hotdogs,hotdogs,热狗
14723,chopping board,chopping board,切菜板
14724,sweatpants,sweatpants,运动裤
14725,boulevard,boulevard,林荫大道
14726,fetoscope,fetoscope,胎儿镜
14727,play game of chess,play game of chess,下棋
14728,bicycle frame,bicycle frame,车架
14729,comic,comic,漫画书
14730,only woman,only woman,只有女人
14731,electric fence,electric fence,电铁丝网
14732,friendly person,friendly person,友好的人
14733,baggage train,baggage train,行李列车
14734,bay,bay,湾
14735,cough medicine,cough medicine,止咳药水
14736,economics,economics,经济学
14737,reflective glass,reflective glass,反射玻璃
14738,water glasses,water glasses,水杯
14739,usually of sentimental value,usually of sentimental value,通常具有情感价值
14740,fastpass,fastpass,快速通行证
14741,sleep at night,sleep at night,晚上睡觉
14742,goats,goats,山羊
14743,frugal shopper,frugal shopper,节俭的购物者
14744,eat breakfast in bed,eat breakfast in bed,在床上吃早餐
14745,caribbean mango chutney,caribbean mango chutney,加勒比芒果酸辣酱
14746,sheep,sheep,羊
14747,sweat socks,sweat socks,运动袜
14748,government office,government office,政府办事处
14749,potpourri,potpourri,百花香
14750,capacitor,capacitor,电容器
14751,woman or man,woman or man,女人还是男人
14752,city funds,city funds,城市基金
14753,mayor,mayor,市长
14754,chest,chest,胸部
14755,chinese,chinese,中国人
14756,munchies,munchies,饥饿感
14757,examine thing,examine thing,检查事物
14758,library,library,图书馆
14759,baking dish,baking dish,烘烤盘
14760,chequebook,chequebook,支票簿
14761,ed,ed,ed
14762,stirrer,stirrer,煽动者
14763,champaigne,champaigne,尚佩涅
14764,car polish,car polish,汽车上光剂
14765,quiz booklet,quiz booklet,智力竞赛小册子
14766,plater,plater,平板电脑
14767,freezer bag,freezer bag,冷冻袋
14768,psychopath,psychopath,精神病患者
14769,potato peeler,potato peeler,马铃薯去皮机
14770,slacker,slacker,偷懒的人
14771,paper sign,paper sign,纸标牌
14772,bxing gloves,bxing gloves,bxing手套
14773,assault,assault,攻击
14774,baliff,baliff,巴利夫
14775,bathroom items,bathroom items,浴室用品
14776,information sheet,information sheet,资料单
14777,truth,truth,真理
14778,safe place,safe place,安全场所
14779,clean cloth,clean cloth,清洁布
14780,bread crumbs,bread crumbs,面包屑
14781,both men and woman,both men and woman,无论男女
14782,slotmachine,slotmachine,缝纫机
14783,alcoholic drinks,alcoholic drinks,酒精饮料
14784,dishcloth,dishcloth,擦碟布
14785,wiring,wiring,线路
14786,id badge,id badge,身份证徽章
14787,dog leash,dog leash,狗绳
14788,sibling,sibling,兄
14789,ballot box,ballot box,投票箱
14790,make up,make up,化妆
14791,beethoven,beethoven,贝多芬
14792,water spit,water spit,水叉
14793,examination room,examination room,考场
14794,photo gallery,photo gallery,照片廊
14795,jog,jog,慢跑
14796,lawn sprinkler,lawn sprinkler,草坪洒水器
14797,flea collar,flea collar,跳蚤项圈
14798,dril,dril,dril
14799,rancher,rancher,大牧场主
14800,health certificate,health certificate,健康证明书
14801,gas,gas,气体
14802,drink to much,drink to much,多喝水
14803,application fee,application fee,申请费
14804,scissor,scissor,剪
14805,police badge,police badge,警察徽章
14806,asymetry,asymetry,非自动化系统
14807,paper and pencil,paper and pencil,纸和铅笔
14808,pretend money,pretend money,假装钱
14809,chest-of-drawers,chest-of-drawers,五斗柜
14810,information book,information book,资料手册
14811,car radiator,car radiator,汽车散热器
14812,dog bed,dog bed,狗床
14813,furry shoes,furry shoes,毛茸茸的鞋子
14814,normal guitar,normal guitar,普通吉他
14815,teaspoon,teaspoon,茶匙
14816,get good chance in life,get good chance in life,获得人生的好机会
14817,roofer,roofer,盖屋顶的人
14818,gas station,gas station,加油站
14819,get home,get home,回家
14820,good work ethic,good work ethic,良好的职业道德
14821,workout apparel,workout apparel,健身服装
14822,ballerina,ballerina,芭蕾舞女演员
14823,penalty box,penalty box,受罚席
14824,finger,finger,手指
14825,car trunk,car trunk,汽车后备箱
14826,marine,marine,海洋的
14827,elbowpads,elbowpads,护肘
14828,gift certificate,gift certificate,礼券
14829,buffet,buffet,自助餐
14830,flashlight,flashlight,手电筒
14831,mole,mole,鼹鼠
14832,caligraphy,caligraphy,金石学
14833,penny collection,penny collection,硬币收藏
14834,red shirt,red shirt,红衬衫
14835,address,address,地址
14836,loan papers,loan papers,贷款文件
14837,vendor needs tickets,vendor needs tickets,卖主需要门票
14838,mover,mover,移动者
14839,surveys,surveys,调查
14840,combine,combine,结合
14841,pervert,pervert,误导
14842,pantihose,pantihose,连裤袜
14843,wheel chair,wheel chair,轮椅
14844,cheque,cheque,支票
14845,kitchenaid,kitchenaid,厨房用具
14846,bar of soap,bar of soap,肥皂
14847,hospital gown,hospital gown,医院病号服
14848,hairpin,hairpin,发夹
14849,handbrake,handbrake,手闸
14850,electric motor,electric motor,电动机
14851,clint,clint,克林特
14852,bidet,bidet,坐浴盆
14853,me,me,我
14854,mosque,mosque,清真寺
14855,play book,play book,游戏书
14856,prior knowledge,prior knowledge,先验知识
14857,peat,peat,泥煤
14858,bobby pin,bobby pin,小发夹
14859,creationists,creationists,创造论者
14860,computer parts,computer parts,电脑零件
14861,dead fish,dead fish,死鱼
14862,carrie,carrie,卡丽
14863,cheap wine,cheap wine,廉价葡萄酒
14864,view,view,视野
14865,paying in book,paying in book,以帐簿付款
14866,serve dinner,serve dinner,提供晚餐
14867,sword,sword,剑
14868,bedside table,bedside table,床头小几
14869,one kind of scale,one kind of scale,一种秤
14870,condiments,condiments,调味品
14871,mouthwash,mouthwash,漱口液
14872,year book,year book,年鉴
14873,deoderant,deoderant,去灵芝
14874,chage,chage,查吉
14875,crutch,crutch,拐杖
14876,shuttle,shuttle,梭子
14877,biker,biker,骑自行车的人
14878,port,port,港口
14879,intelligence,intelligence,智力
14880,wooden floor,wooden floor,木地板
14881,audio tapes,audio tapes,录音带
14882,mistress,mistress,情妇
14883,re-usable bag,re-usable bag,可重复使用袋
14884,eat breakfast,eat breakfast,吃早餐
14885,perspective,perspective,角度
14886,meet new person,meet new person,结识新朋友
14887,track shorts,track shorts,运动短裤
14888,tv stand,tv stand,电视柜
14889,plumbs,plumbs,铅锤
14890,big tv screen,big tv screen,大电视屏幕
14891,propane gas,propane gas,丙烷气体
14892,pacific ocean,pacific ocean,太平洋
14893,fax,fax,传真
14894,freshness,freshness,新鲜
14895,stay fit,stay fit,保持健康
14896,hunt,hunt,打猎
14897,checkers,checkers,跳棋
14898,good connection,good connection,连接良好
14899,flight terminal,flight terminal,飞行终点站
14900,log,log,日志
14901,talented cook,talented cook,天才厨师
14902,videocameras,videocameras,录像机
14903,steam engine,steam engine,蒸汽机
14904,weasel in,weasel in,黄鼠狼
14905,arrows,arrows,箭
14906,applicator,applicator,敷抹器
14907,knitting needle,knitting needle,编织针
14908,library lender,library lender,图书馆借阅人
14909,window sill,window sill,窗台
14910,procratinator,procratinator,直纹管
14911,shop owner,shop owner,店主
14912,answers,answers,答案
14913,alumina,alumina,矾土
14914,swaddle,swaddle,包裹
14915,chute,chute,斜槽
14916,luggage pickup,luggage pickup,行李领取
14917,chisel,chisel,凿子
14918,neckrest,neckrest,领口
14919,flat place,flat place,平地
14920,mail truck,mail truck,邮车
14921,post message,post message,邮寄讯息
14922,tube rider,tube rider,地铁骑士
14923,clippers,clippers,快船
14924,fiance,fiance,未婚夫
14925,peach chutney,peach chutney,桃子酸辣酱
14926,web site,web site,网站
14927,motion papers,motion papers,动议文件
14928,link,link,链接
14929,gold medal,gold medal,金牌
14930,get in line,get in line,排队
14931,publisher,publisher,出版者
14932,anemone in,anemone in,银莲花
14933,soft bed,soft bed,软床
14934,french restaurant,french restaurant,法国餐厅
14935,gift box,gift box,礼物盒
14936,pizza,pizza,披萨
14937,ride horse,ride horse,骑马
14938,snare,snare,陷阱
14939,tax information,tax information,税务资料
14940,hair dryer,hair dryer,吹风机
14941,dish,dish,盘
14942,internet conncection,internet conncection,互联网连接
14943,cinnamon,cinnamon,肉桂
14944,welcone mat,welcone mat,韦尔科内垫
14945,place where family,place where family,家庭活动场所
14946,anxiety,anxiety,焦虑
14947,madame chairman,madame chairman,主席女士
14948,computers,computers,电脑
14949,barber chair,barber chair,理发椅
14950,some gym clothes,some gym clothes,一些运动服
14951,microchip,microchip,微芯片
14952,wad of notes,wad of notes,一叠钞票
14953,muscle builder,muscle builder,肌肉生成器
14954,lemon slices,lemon slices,柠檬片
14955,wrapping pater,wrapping pater,包装纸
14956,inuit,inuit,因纽特人
14957,cooking spoon,cooking spoon,炒菜勺
14958,leroy,leroy,勒罗伊
14959,bbq,bbq,烧烤
14960,tranquility,tranquility,平静
14961,internet service contract,internet service contract,互联网服务合约
14962,kitchen bedroom bathroom,kitchen bedroom bathroom,厨房卧室浴室
14963,mtv,mtv,音乐电视频道
14964,protein bar,protein bar,蛋白棒
14965,eye contact,eye contact,目光接触
14966,divorcee,divorcee,离婚的人
14967,another car,another car,另一辆车
14968,baseball uniform,baseball uniform,棒球服
14969,evil,evil,邪恶的
14970,chair or towel,chair or towel,椅子或毛巾
14971,dance samba,dance samba,跳桑巴舞
14972,thin socks,thin socks,薄袜子
14973,chopper,chopper,直升机
14974,gold star,gold star,金星
14975,coordinates,coordinates,坐标
14976,lock box,lock box,锁箱
14977,ide,ide,IDE
14978,tree stand,tree stand,小树林
14979,at bottom,at bottom,实际上
14980,purity,purity,纯粹
14981,exhibits,exhibits,展品
14982,run,run,跑
14983,stock vehicles,stock vehicles,库存车辆
14984,indicator,indicator,指示器
14985,bus driver,bus driver,巴士司机
14986,alligator,alligator,短吻鳄
14987,removal van,removal van,搬家卡车
14988,under water,under water,在水下
14989,gift bag,gift bag,礼品袋
14990,study guides,study guides,学习指南
14991,rags,rags,破布
14992,george bush,george bush,乔治·布什
14993,thumbdrive,thumbdrive,拇指驱动器
14994,spreadsheet,spreadsheet,电子数据表
14995,pair of pajamas,pair of pajamas,一套睡衣
14996,wtinessing poverty,wtinessing poverty,摆脱贫困
14997,disrobe,disrobe,脱衣服
14998,bus card,bus card,公交卡
14999,bistoury,bistoury,bistoury
15000,clock in,clock in,打卡上班
15001,whistleblower,whistleblower,告密者
15002,then intruder,then intruder,入侵者
15003,first aid kid,first aid kid,急救儿童
15004,native,native,本地的
15005,solve problem,solve problem,解决问题
15006,bus coin slot,bus coin slot,公交车投币口
15007,tenor,tenor,要旨
15008,rocks,rocks,岩石
15009,lake at bottom,lake at bottom,湖底
15010,staff,staff,员工
15011,political party,political party,政党
15012,boot up computer,boot up computer,启动计算机
15013,costumes,costumes,服装
15014,baking pans,baking pans,烤盘
15015,sexy apparel,sexy apparel,性感服装
15016,ex,ex,前
15017,window pane,window pane,窗玻璃
15018,garbage can,garbage can,垃圾桶
